,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
1111,p,p,n,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
1112,p,n,p,n,p,p,p,p,p,n,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p
1113,p,n,p,n,p,p,n,p,n,p,p,p,p,p,n,p,p,p,p,p,p,n,n,p,p,p,p,n,p,n
1114,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p
1115,p,p,n,p,p,p,p,p,n,p,p,p,n,p,n,p,p,p,n,p,n,p,p,p,p,p,n,p,p,n
1116,n,p,p,n,n,p,n,n,n,n,n,n,p,n,p,n,p,n,p,p,n,n,n,n,n,p,p,p,p,n
1117,n,p,p,p,n,n,p,p,p,p,n,p,n,p,p,p,p,n,p,p,p,p,p,n,p,p,p,p,p,p
1118,p,n,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
1119,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p
1120,n,p,p,p,p,p,p,p,n,p,p,p,n,n,p,p,p,p,p,n,p,n,p,n,p,p,p,p,p,p
1121,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,n,p,p,p,p,p,p
1122,p,p,p,p,p,p,p,p,p,p,p,n,p,p,n,n,p,p,p,p,n,n,p,p,p,p,p,n,p,p
1123,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,n,p,p,p,p,n,p,p,n,p,p,p,p,n
1124,p,n,p,n,p,n,p,n,n,p,p,n,p,p,p,p,n,n,p,p,n,p,p,p,n,p,n,n,p,n
1125,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,n,p,p,p,p
1126,n,n,p,n,n,p,p,p,n,n,n,p,n,p,p,p,n,p,n,n,p,p,n,p,p,n,p,n,n,p
1127,p,p,p,n,p,p,p,p,p,p,p,n,p,p,p,n,n,n,n,p,n,n,p,n,n,p,p,n,p,p
1128,p,p,n,n,p,p,p,n,p,n,p,p,n,n,p,n,n,p,p,p,p,p,n,p,p,n,p,p,p,p
1129,p,p,p,p,p,n,p,p,p,p,p,p,p,n,p,p,p,p,p,p,n,p,p,p,n,p,n,n,p,n
1130,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,n,p,p,p,p,p,p,p
1131,n,p,p,n,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,n,p,p,p,p,p,p,p,n,p,p
1132,n,p,p,p,p,p,p,p,p,n,p,p,p,n,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,n
1133,p,p,n,p,p,p,n,p,p,n,p,p,p,p,p,p,p,p,p,p,p,n,p,p,n,n,p,n,n,n
1134,p,n,p,p,p,p,n,n,p,n,p,p,n,p,n,n,n,n,p,p,p,p,p,p,p,p,p,p,p,p
1135,n,n,p,p,n,p,p,p,p,p,p,p,p,p,p,n,p,n,p,p,p,p,p,p,n,p,p,p,p,p
1136,p,n,n,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,n,p,n,p,p,p,p,p,p,p,p
1137,n,p,p,p,p,n,p,p,p,n,p,p,p,n,n,p,p,p,n,p,p,p,p,n,p,p,p,p,n,p
1138,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,n
1139,p,p,p,p,p,p,p,p,p,p,p,p,n,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
1140,p,p,p,p,n,p,p,p,p,p,p,p,n,p,p,p,p,n,p,n,p,p,p,p,p,p,p,p,p,p
1141,n,p,n,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,n,p,p,p,p,p,p,p,n,p
1142,p,p,p,p,p,p,p,p,p,n,p,n,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,n
1143,n,p,p,n,n,n,p,p,p,n,n,n,n,n,p,p,p,n,n,p,n,n,p,p,n,n,n,p,p,n
1144,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p
1145,p,p,p,p,p,n,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
1146,p,p,p,p,p,n,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
1147,p,n,p,p,n,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
1148,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,n,p
1149,p,p,p,p,p,p,p,p,n,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
1150,p,p,p,n,p,n,n,n,p,n,p,p,p,p,p,p,p,p,n,p,p,p,n,p,p,p,p,p,n,p
1151,p,p,p,p,p,p,p,p,p,p,p,n,p,p,n,p,p,p,n,p,n,p,p,p,p,n,p,p,p,p
1152,p,p,n,p,p,p,n,p,p,p,p,p,p,p,n,p,n,p,n,p,p,p,p,p,p,p,n,p,p,p
1153,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p
1154,n,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,n,p,p,p,p,n,p,p,p,p
1155,p,p,p,p,n,p,p,p,p,n,p,p,p,n,p,p,n,p,n,p,p,p,p,p,n,n,p,p,p,n
1156,p,n,p,p,p,n,p,p,p,p,p,p,p,n,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p
1157,p,n,p,p,p,p,p,n,p,p,p,p,p,p,p,n,p,n,p,n,p,p,p,p,p,p,p,p,p,p
1158,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p
1159,p,n,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p
1160,n,n,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,n,n
1161,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,n,p,p,p,p,p,p,p,n,p,p,p,p
1162,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
1163,p,p,p,n,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p
1164,p,p,p,n,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,n,p,p,p,p,p
1165,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,n,n,p,p,p,p,p,p
1166,n,p,p,n,n,p,p,p,p,p,p,n,p,n,p,p,p,p,n,p,p,p,n,p,p,p,n,p,p,p
1167,p,p,p,n,n,n,n,n,n,p,n,p,n,n,p,n,p,p,n,p,p,n,n,p,n,n,p,p,n,n
1168,p,p,p,p,p,p,p,p,p,p,p,n,n,p,p,p,n,p,p,p,n,p,p,p,p,p,p,p,p,p
1169,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
1170,p,n,p,p,p,n,p,p,n,n,n,p,p,p,n,p,p,p,p,p,p,p,n,p,p,p,p,n,p,p
1171,p,n,p,p,p,p,p,p,p,p,n,p,p,p,n,p,p,p,p,p,p,p,p,n,p,n,p,n,n,p
1172,p,n,p,p,p,n,p,n,n,p,p,p,p,p,n,p,p,p,p,p,n,p,n,n,n,p,p,p,p,n
1173,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p
1174,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p
1175,n,n,n,n,n,p,n,n,p,n,p,n,p,p,p,n,n,p,n,p,n,p,p,p,p,p,n,n,p,n
1176,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p
1177,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,n,p,p,p,p,p,p,n,p,p,n,p,p
1178,p,n,p,n,n,p,p,p,n,p,p,p,n,p,n,n,n,n,n,n,n,p,n,n,n,p,n,n,p,p
1179,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
1180,p,n,p,p,p,p,p,p,p,n,n,p,p,p,p,p,p,n,n,p,p,n,p,p,p,p,p,p,p,n
1181,p,p,p,p,p,p,p,p,p,n,n,p,p,p,p,n,n,p,p,p,n,p,p,p,n,p,n,p,n,n
1182,p,p,p,p,p,p,p,p,p,p,p,n,n,p,n,p,n,n,p,p,n,p,n,p,p,n,p,p,p,n
1183,p,p,p,p,p,p,p,n,p,p,p,p,n,p,p,p,p,p,p,n,p,n,n,p,p,p,p,p,n,p
1184,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
1185,p,p,p,n,p,p,p,p,p,n,p,p,p,p,n,p,p,n,p,p,n,p,p,p,p,p,p,p,p,p
1186,n,p,p,p,p,p,p,n,n,p,p,p,p,p,p,p,n,n,p,p,n,p,p,p,n,p,p,p,p,p
1187,p,p,p,p,p,p,p,p,n,p,p,p,p,p,n,p,n,p,p,p,p,p,n,n,p,n,p,p,n,p
1188,n,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p
1189,n,n,p,p,p,p,p,n,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,n,p,p,p
1190,p,p,p,n,p,p,p,p,p,p,p,n,p,n,p,p,n,n,n,p,n,p,n,p,p,n,p,p,n,n
1191,p,p,p,p,p,n,p,p,p,n,p,n,n,p,p,p,p,n,p,p,n,n,p,p,p,n,n,p,p,p
1192,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,n,p,n,p,p,p,p,p,p
1193,n,p,n,p,p,n,n,p,p,n,p,n,n,p,n,n,p,p,n,p,n,p,n,p,p,n,p,n,p,n
1194,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p
1195,p,p,p,p,p,p,p,p,p,p,p,n,n,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,n,p
1196,n,n,p,p,n,p,n,p,n,p,p,n,n,p,n,p,p,p,p,p,p,n,p,p,n,n,p,n,p,p
1197,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
1198,p,p,n,p,p,p,p,p,p,p,n,n,p,p,n,n,p,n,n,n,n,p,p,p,p,p,n,n,n,p
1199,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
1200,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,n,n,p,p,p,p,p,p,p,p,p,p,p,p,p
1201,p,n,p,n,p,p,n,n,p,p,n,n,p,p,p,n,p,p,p,p,p,p,n,p,p,p,p,p,p,n
1202,p,p,p,p,p,n,p,n,n,n,p,n,n,p,n,p,n,p,p,p,p,p,n,p,p,p,p,p,p,p
1203,p,n,p,p,p,p,p,n,p,p,p,n,p,p,n,n,n,n,n,n,p,p,p,p,p,n,n,p,n,p
1204,p,p,p,p,n,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,n,n,p,p,p,n,p,p,p,n
1205,n,p,p,p,n,n,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,n,n,p
1206,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,n,p,p,n,p,p,p,p,p,p,n,p,p,p,p
1207,p,p,n,p,n,p,p,p,p,p,n,p,p,n,p,p,n,p,n,p,n,p,p,p,p,p,p,p,p,p
1208,p,p,p,p,p,n,p,p,p,n,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
1209,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,n
1210,p,p,p,p,p,p,p,n,p,p,p,p,p,n,p,p,n,p,n,p,p,p,p,n,p,p,p,p,n,n
1211,p,p,p,p,n,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p
1212,n,n,p,n,p,p,n,p,n,n,n,p,p,p,n,p,p,p,n,p,n,p,p,n,n,n,n,n,n,n
1213,p,n,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,n,p,p,p,p,n,p
1214,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,n,p,p,p,p,p
1215,p,n,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p
1216,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p
1217,p,n,p,p,n,p,p,p,p,n,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p
1218,p,p,p,p,p,p,p,n,n,p,p,n,p,n,p,n,p,p,p,p,n,p,p,p,p,p,p,p,p,n
1219,p,p,p,p,n,p,n,n,n,p,p,n,p,n,p,p,p,n,p,p,n,n,p,p,n,n,p,n,p,n
1220,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,n,p,p,p,p,p,p,p
1221,p,p,p,p,p,p,p,p,p,n,p,p,n,n,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p
1222,p,n,p,p,p,p,p,n,n,p,p,p,n,n,n,p,p,p,n,p,n,p,n,p,n,p,p,p,p,n
1223,p,n,n,p,p,p,n,p,p,p,p,p,n,p,p,p,p,p,p,n,p,n,p,p,p,p,p,p,p,p
1224,p,p,p,p,n,p,p,p,p,p,p,n,p,n,p,p,p,n,p,p,n,n,p,n,n,p,p,p,p,n
1225,n,p,n,p,n,n,n,n,p,n,p,n,n,n,n,n,p,p,p,n,p,n,p,p,n,n,p,p,p,n
1226,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p
1227,p,p,p,n,n,p,p,p,p,p,p,p,p,p,p,p,p,n,p,n,p,n,n,p,p,p,p,n,p,p
1228,p,p,p,p,p,p,p,n,p,p,p,p,p,p,n,p,n,p,p,p,p,p,p,n,p,p,p,n,n,p
1229,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,n,p,p,p,p,p,p
1230,p,p,n,p,n,n,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,n,p,p,n,p,p,n,p,p
1231,p,p,p,p,p,n,p,p,p,p,p,p,p,p,n,p,p,n,p,p,p,p,p,p,p,p,n,n,p,p
1232,n,p,p,n,p,p,n,p,p,n,p,p,p,p,n,p,p,p,n,p,p,n,p,p,n,p,p,p,n,n
1233,p,p,p,p,n,p,n,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
1234,p,p,p,p,p,p,p,p,n,p,n,n,n,n,p,n,n,n,p,n,p,n,p,n,p,n,p,p,n,p
1235,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
1236,p,p,n,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,n
1237,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,n,p,p,p,p,p,p,p,p
1238,p,n,p,n,p,p,p,p,p,p,n,p,p,p,p,n,n,p,p,p,p,p,p,p,p,p,p,p,p,p
1239,n,p,p,p,p,p,n,n,n,n,p,p,p,n,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p
1240,n,n,p,n,n,p,p,p,p,p,n,p,n,p,p,p,n,n,p,p,p,n,n,p,p,n,p,n,n,n
1241,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,n,n,p
1242,p,p,p,p,p,p,p,p,p,n,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
1243,p,p,p,p,p,p,p,p,p,p,n,p,p,n,p,p,p,n,p,n,p,p,p,p,p,p,p,p,p,
1244,n,p,p,p,p,p,p,p,p,p,p,n,n,p,p,p,p,p,p,p,p,p,n,p,p,n,p,p,p,p
1245,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,n,p,p,p,p,p,p,p,n,p,p,n,n,n,p
1246,p,n,p,n,p,p,p,p,p,n,p,p,p,n,n,n,n,p,p,p,p,p,p,n,p,p,n,p,p,p
1247,n,p,n,p,p,n,n,n,p,p,p,p,n,p,n,p,n,p,p,p,p,n,n,n,p,n,n,p,p,p
1248,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p
1249,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p
1250,p,n,p,p,n,p,p,p,p,n,p,p,n,p,p,n,p,p,p,p,p,p,n,p,p,p,n,p,p,p
1251,p,p,n,n,n,n,p,p,p,n,p,n,n,n,p,n,n,p,p,p,n,n,n,n,p,p,p,p,p,p
1252,n,p,p,p,p,n,p,p,n,p,p,n,p,p,n,p,p,p,p,n,p,p,p,p,p,n,p,n,p,
1253,p,p,n,p,n,n,n,p,p,n,p,n,p,p,n,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p
1254,p,p,p,p,p,p,p,p,n,n,n,p,n,n,p,n,p,n,p,n,p,n,n,n,p,p,p,p,p,p
1255,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,n,p,p,p,n,n,p,p,p,p,p,p,p,p
1256,p,n,p,n,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,n,p,p,p,p,p,n,p,p,p,p
1257,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,n,p,p,p,p,p,p,n,p,p,p
1258,p,p,n,p,n,p,p,p,p,n,p,n,p,p,p,p,p,p,p,p,p,p,n,n,p,p,p,p,p,p
1259,n,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,n,p,p,n,p,n,p,p,p,p,n,n
1260,p,p,p,p,p,p,n,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,n,p,n,p,p,p,p,p
1261,p,p,n,p,p,n,p,p,p,n,p,p,p,p,p,p,n,p,p,n,p,p,p,p,p,n,p,p,n,n
1262,p,n,p,p,p,p,p,p,p,p,p,p,n,p,n,n,n,p,p,p,p,p,p,p,n,p,p,p,p,p
1263,p,p,n,p,p,p,p,p,p,n,p,p,p,n,n,n,p,p,n,p,n,p,p,p,n,p,p,n,p,p
1264,p,p,p,p,p,p,p,p,p,p,p,p,n,n,p,p,p,p,p,p,p,p,p,n,p,p,n,n,p,p
1265,p,p,p,p,p,p,p,p,p,p,n,n,p,p,p,p,p,p,n,p,n,p,n,p,p,p,p,p,p,p
1266,p,n,n,p,n,n,n,p,p,n,p,n,n,p,p,p,n,n,p,p,n,p,n,p,p,p,p,p,n,p
1267,p,p,p,n,p,p,p,p,p,p,n,p,p,p,p,n,n,n,p,n,n,p,p,p,n,p,p,p,n,p
1268,n,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p
1269,p,p,n,n,n,p,p,p,p,n,n,p,p,p,p,p,n,p,p,p,p,p,p,p,n,p,p,p,p,n
1270,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p
1271,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p
1272,n,p,p,p,n,p,p,p,p,p,p,n,n,p,n,p,p,p,p,p,n,p,p,p,p,p,n,p,p,p
1273,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,n,n,p,p,n,n,p,p,p,n,p,p,p
1274,n,p,p,p,p,n,p,n,p,p,n,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p
1275,p,p,p,n,p,p,p,n,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,n
1276,p,p,p,p,p,n,n,p,p,n,n,p,p,p,p,n,n,p,p,p,p,p,p,p,p,p,n,n,n,p
1277,p,p,p,n,n,p,p,n,p,n,n,p,n,p,p,n,n,p,p,p,p,p,p,p,p,p,p,p,n,n
1278,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
1279,p,p,p,p,p,p,p,n,p,p,p,p,n,p,p,p,n,p,n,n,p,p,n,n,p,p,p,p,p,p
1280,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,n,p,p,p,p,p,p
1281,p,p,p,p,n,p,n,p,p,n,n,p,n,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p
1282,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,n,p,p,p,p,p,p,p,p,p,p
1283,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
1284,p,p,p,p,p,n,p,p,p,p,p,p,p,p,n,p,p,p,p,p,n,p,p,p,n,p,p,p,p,p
1285,p,p,p,p,p,p,p,p,p,p,n,n,p,p,p,p,p,p,n,n,p,p,n,n,p,p,p,p,p,p
1286,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
1287,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p
1288,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,n,p,p,p,n,p,p,n,p,p,p,p,p
1289,p,p,n,p,n,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p
1290,n,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,n,n,n,p,p,n,p,p,p,p,n,p,n
1291,n,p,p,n,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,n,n,n,p,n,n,n,p,p
1292,p,p,p,p,p,n,p,n,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
1293,p,p,p,p,p,p,n,p,n,p,p,p,p,p,p,n,p,p,n,p,p,p,p,p,n,n,p,p,p,p
1294,p,n,n,p,p,p,n,p,n,n,n,p,p,n,n,p,p,p,p,p,p,p,n,n,p,n,n,p,n,p
1295,n,p,n,p,n,p,p,n,n,p,n,p,n,p,p,p,p,p,p,p,n,p,p,n,p,p,p,p,p,n
1296,p,p,p,p,p,p,p,p,p,p,n,n,p,p,p,p,p,n,p,n,n,n,p,p,p,p,p,n,p,n
1297,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
1298,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,n,n,n
1299,p,p,p,n,p,p,p,p,p,p,p,n,p,p,n,p,p,p,n,p,n,p,p,n,n,p,p,n,n,p
1300,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p
1301,n,n,n,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,n,n,p,p,n,p,p,n,n,n,p,n
1302,n,p,n,n,p,n,p,p,p,p,n,p,p,n,p,p,p,p,p,n,n,p,n,p,p,n,p,p,p,p
1303,p,p,n,p,p,p,p,n,n,p,p,p,p,n,p,p,n,p,p,n,p,n,p,n,n,p,p,n,p,p
1304,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,n,p,p,n,p,p,p,p,p,p,p,p,p,p,n
1305,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p
1306,p,p,p,n,p,p,p,p,n,p,p,p,n,p,p,n,p,p,p,p,p,p,p,p,p,p,p,n,p,p
1307,p,n,n,p,p,n,n,n,p,p,n,p,n,p,p,p,p,p,p,n,p,p,p,n,p,n,n,p,n,n
1308,p,p,p,n,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
1309,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p
1310,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
1311,p,p,n,p,p,p,p,p,n,n,p,p,p,p,n,n,n,p,p,p,p,p,n,p,p,p,n,p,p,p
1312,p,n,p,p,n,p,n,p,p,p,p,p,n,p,n,p,p,p,p,p,p,p,p,p,p,n,p,n,p,p
1313,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,n,p,p,p,n,n,p,p,p,p,p,p,p,p
1314,n,p,p,n,n,n,p,n,n,p,n,n,p,p,n,n,p,p,p,n,p,p,n,p,n,n,p,n,p,n
1315,p,p,p,p,p,n,n,p,n,p,p,p,p,p,p,n,p,n,p,p,p,p,p,n,p,n,n,p,n,p
1316,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
1317,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p
1318,p,p,n,p,p,p,p,p,p,p,n,n,n,p,p,p,n,p,p,n,p,p,p,p,p,p,n,n,p,p
1319,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
1320,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p
1321,p,n,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,n,p,p,p,n,p,n
1322,p,n,n,n,n,n,p,p,p,n,n,n,p,p,n,n,p,n,n,p,n,p,n,p,p,p,p,n,p,p
1323,p,n,p,p,p,p,p,n,p,n,p,n,p,n,n,n,p,p,p,n,p,p,p,p,n,n,n,p,p,p
1324,p,p,p,p,n,p,p,p,n,n,p,n,p,p,p,p,p,p,p,p,p,n,p,n,p,p,n,p,p,n
1325,p,p,p,p,p,p,p,p,p,p,p,p,p,n,n,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p
1326,n,p,p,n,p,p,p,n,p,n,n,p,n,n,n,p,p,n,p,n,p,n,n,n,p,n,n,p,n,n
1327,p,p,p,p,p,p,p,p,p,p,p,n,p,p,n,p,p,p,p,n,p,p,p,p,p,p,p,p,p,n
1328,p,p,p,n,p,p,n,p,p,p,p,p,p,p,p,p,n,p,p,p,p,n,n,p,p,p,p,p,p,n
1329,n,p,n,p,p,p,p,p,p,n,n,n,p,n,p,p,p,p,n,p,p,n,p,p,n,p,n,n,p,p
1330,p,p,p,p,p,n,p,n,n,p,p,p,p,p,p,n,p,p,p,p,n,n,p,p,n,n,n,p,n,p
1331,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
