,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
440,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p
441,n,n,p,p,p,p,p,p,n,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,n,p,p,n
442,p,p,n,n,n,p,p,p,n,n,n,n,n,p,n,p,p,p,n,n,p,p,p,n,p,n,p,n,p,n
443,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
444,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p
445,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,n,p,p,p,p,p,p,p,p,p,n,p,p,n,p
446,p,n,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
447,p,p,p,n,p,p,p,p,p,p,p,n,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p
448,p,p,n,p,n,p,p,p,p,n,p,p,p,p,p,p,n,p,p,p,p,p,p,p,n,p,p,p,p,p
449,p,p,p,p,p,p,p,n,p,n,p,p,n,p,p,p,n,n,p,p,p,p,p,p,p,p,p,p,p,p
450,p,p,p,p,p,p,p,p,p,p,p,p,n,n,p,p,p,p,n,n,p,n,p,p,p,p,p,p,p,p
451,p,p,p,p,n,p,p,p,p,p,p,p,n,p,n,p,p,p,n,p,p,p,p,p,p,p,p,n,n,n
452,p,p,n,p,p,p,p,p,n,p,p,n,p,p,n,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p
453,n,n,p,p,p,p,p,p,p,n,p,p,p,p,n,p,n,n,p,p,p,p,p,n,n,p,p,n,n,n
454,p,p,p,p,p,n,n,p,p,p,p,p,n,p,n,p,p,p,p,p,p,n,p,n,p,p,n,n,n,p
455,p,n,p,n,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p
456,n,n,p,p,p,p,n,n,p,p,n,n,p,p,p,n,p,n,p,p,p,p,n,p,n,n,p,p,p,p
457,p,p,p,p,p,p,p,n,p,n,n,p,p,n,p,p,p,p,p,n,n,n,n,p,p,p,p,p,n,p
458,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,n,p,p,p,p,p,p,p,n,n,p,n,p
459,p,p,p,p,n,p,n,p,p,p,n,p,p,p,p,p,p,p,n,n,p,p,p,p,p,p,p,p,n,p
460,p,p,p,p,p,p,n,p,p,n,n,n,p,n,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p
461,p,n,p,p,p,p,p,p,p,p,p,p,n,p,n,p,p,p,p,n,p,p,n,p,p,n,p,n,p,p
462,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,n,p,p,p,p,p,p,p,p,p,p,p,p
463,p,p,p,p,p,p,n,p,p,p,p,p,n,p,n,p,p,p,p,p,p,n,p,p,p,p,p,p,n,p
464,n,p,p,p,p,n,p,n,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,n
465,p,p,p,p,p,p,p,p,p,n,p,n,n,n,n,n,p,p,n,p,n,p,n,p,p,p,p,n,p,p
466,p,p,p,p,p,p,p,p,n,n,p,p,p,p,p,p,p,p,n,p,n,p,p,p,p,p,p,p,p,p
467,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
468,p,n,p,p,p,p,p,n,n,n,n,p,p,p,p,n,p,p,n,p,p,p,p,p,p,n,p,n,p,p
469,n,p,n,p,p,p,p,p,p,p,p,n,p,p,p,p,n,p,n,p,p,p,p,p,p,p,n,p,p,n
470,p,p,p,p,p,p,p,p,p,p,p,n,n,p,p,p,p,p,n,p,p,p,n,p,p,p,p,p,p,n
471,p,n,p,p,p,p,p,n,p,p,p,p,n,p,p,p,p,n,p,n,p,p,p,p,p,p,p,n,p,p
472,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
473,p,p,n,n,n,n,p,p,n,p,p,p,n,p,p,p,p,p,p,n,n,p,p,p,n,p,p,n,p,n
474,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,n,p
475,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,n,n,p,p,p
476,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
477,n,n,p,p,p,n,n,p,p,p,p,p,n,n,p,n,n,p,n,p,p,p,p,p,p,p,p,n,p,p
478,n,p,p,n,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n
479,p,p,n,p,p,p,p,p,n,p,p,n,n,p,p,n,n,p,n,p,n,p,p,n,p,p,p,p,n,p
480,p,n,p,p,p,p,p,p,p,n,n,p,p,p,p,n,p,p,p,p,p,n,n,p,p,p,n,p,n,p
481,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,n,p,p,p,p,n,p
482,p,p,p,p,p,p,n,p,p,n,p,p,p,n,p,n,n,p,p,p,p,n,p,n,p,p,n,p,n,p
483,p,p,n,n,n,n,p,p,p,p,p,n,p,p,p,n,p,p,p,p,p,p,p,p,p,n,n,p,p,p
484,p,p,p,n,n,n,p,p,p,p,p,p,n,p,p,n,p,p,n,p,p,n,n,p,p,p,n,n,n,p
485,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p
486,p,p,n,p,n,p,n,p,p,n,p,p,n,p,p,p,n,p,p,p,p,p,p,p,p,n,p,n,p,n
487,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,n,p,p,p,p,p,p,p,p,n,p,p,p,p,p
488,p,n,p,p,n,p,p,n,p,p,p,p,p,n,n,p,p,p,n,p,p,p,n,n,p,p,p,p,p,p
489,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,n,p,n,p,p,n
490,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,n,n,p,p,p,p,p,p,n,p,p,p,p,p
491,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p
492,p,p,p,n,p,p,n,p,p,p,p,p,n,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,n
493,p,p,n,p,p,n,n,p,p,p,n,p,n,p,p,n,p,n,n,p,n,p,p,p,p,n,p,p,p,p
494,p,p,p,p,p,p,p,p,n,p,p,p,p,n,p,p,p,p,p,p,p,p,p,n,p,p,p,n,p,p
495,p,p,p,p,p,p,p,p,p,p,p,n,n,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p
496,n,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p
497,p,p,p,p,p,n,n,p,p,p,p,n,p,p,p,p,p,p,p,p,p,n,n,p,p,p,n,p,n,p
498,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p
499,p,p,n,p,p,n,p,p,p,p,p,p,p,n,p,n,p,p,n,p,n,p,p,p,p,p,p,p,n,n
500,p,n,n,p,p,n,n,p,p,p,p,n,n,n,p,p,p,p,p,p,n,n,n,p,p,n,p,p,p,n
501,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p
502,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p
503,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,n,p,p,n,n,p,p,p,p,p,p,p,p,n,p
504,p,n,p,p,p,p,p,n,p,p,p,p,n,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p
505,p,p,p,p,p,p,p,p,p,p,p,n,p,p,n,p,n,n,p,p,n,p,p,p,n,p,p,p,p,p
506,n,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p
507,p,n,p,p,p,p,p,n,p,p,p,n,n,p,p,p,n,n,p,n,p,p,p,p,p,p,p,p,p,p
508,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,n,p
509,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,n,n,p,p,p,p,p,p,p,p,p,p,p,p
510,n,n,p,p,n,n,p,p,n,p,p,n,p,p,p,p,n,p,p,p,n,p,n,p,n,n,p,p,n,n
511,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,n,p,p,n,p,p,p,p,p
512,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
513,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p
514,p,p,n,p,p,p,p,p,p,p,p,p,p,n,p,p,p,n,n,p,n,p,p,p,n,n,p,n,n,p
515,n,n,n,n,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p
516,p,n,p,p,p,p,p,p,n,p,p,p,n,n,p,p,n,p,p,p,p,n,p,p,p,p,p,p,p,p
517,n,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p
518,p,p,p,p,n,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,n,n,p,p,p,p,p,p,p,p
519,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
520,p,p,n,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p
521,p,p,p,p,p,p,p,n,n,p,n,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,n
522,p,p,n,p,p,p,p,p,p,n,p,p,n,p,p,p,p,p,p,n,p,p,p,p,p,p,p,n,p,p
523,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,n,p,p,n,p,p,p,p,p,n,p
524,p,p,p,p,p,p,p,p,p,p,p,p,p,n,n,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p
525,p,p,p,n,p,p,n,n,p,p,n,p,p,n,p,n,p,p,n,p,p,p,p,n,p,n,p,p,n,n
526,p,p,p,p,p,n,p,p,n,p,p,n,p,p,p,n,p,p,n,p,n,n,p,p,p,p,p,n,p,p
527,p,p,p,p,p,n,n,n,p,p,p,n,p,p,n,p,p,p,p,p,n,p,p,n,p,p,p,n,p,n
528,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
529,p,p,p,p,n,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p
530,p,p,p,p,n,p,n,p,p,n,p,p,p,n,n,p,n,p,p,n,n,n,p,p,p,p,n,n,p,n
531,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,n,p,n,p,n,p,p,p,n,p,p,p
532,p,n,p,n,n,n,p,p,n,p,p,n,p,n,p,p,n,n,p,p,n,p,p,n,n,p,p,n,n,n
533,p,p,p,p,n,n,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p
534,p,p,p,p,p,p,p,n,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,n,n,p,p,p
535,p,n,p,p,p,n,p,p,p,p,p,n,p,p,p,p,p,p,n,n,p,p,p,p,n,p,p,p,p,n
536,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,n,p,p,p,n,p,p,n,n,p,n,p
537,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,n,p,n,n,p,p,p,p,n,p,p
538,p,p,n,p,p,n,p,p,p,p,p,p,n,p,p,p,n,p,n,p,p,p,p,p,p,p,p,p,p,p
539,n,p,n,p,p,p,p,n,p,p,n,p,p,n,p,p,p,n,p,n,p,p,n,n,p,p,n,p,p,p
540,p,p,p,n,p,p,p,p,n,p,p,n,p,p,p,n,p,p,n,p,p,p,p,p,p,p,n,p,p,p
541,p,n,p,p,p,p,p,p,p,n,p,p,p,p,n,p,p,p,n,n,n,n,n,p,p,p,n,p,n,n
542,p,p,p,p,p,p,p,n,p,p,n,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
543,n,p,n,n,p,n,p,n,n,n,p,p,p,p,p,p,n,n,p,p,n,p,p,p,p,p,n,p,p,p
544,n,p,n,n,p,p,n,p,n,n,n,n,p,p,n,n,n,p,n,n,n,n,n,p,n,p,n,p,p,p
545,p,p,n,p,p,p,p,n,p,n,p,p,p,p,p,n,n,n,p,n,p,p,p,p,p,p,p,p,p,p
546,n,p,p,p,p,n,p,p,p,n,p,p,p,p,p,p,p,p,p,n,p,p,n,n,p,p,p,p,n,p
547,p,p,p,p,p,p,p,n,p,p,n,p,p,p,p,p,n,p,p,p,p,p,p,p,n,p,n,n,p,p
548,p,p,p,p,p,p,p,n,n,p,p,p,p,p,p,p,p,p,p,p,n,p,n,p,p,p,p,p,p,p
549,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,n,p,p,n,p,p,p,p,p,p,p,p,p,p,p
550,n,n,n,p,p,n,p,n,p,n,p,p,p,p,p,n,n,n,p,p,p,p,n,n,p,p,n,n,n,p
551,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,n,p,n,p,p,p,p,p,n,n
552,n,p,p,p,p,n,p,p,p,n,n,p,p,n,p,p,p,p,p,n,p,p,p,n,p,p,p,p,p,p
553,p,p,p,p,p,p,p,n,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,n,p,p,n
554,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,n,p,p
555,p,p,p,p,n,n,n,p,n,p,n,p,n,n,n,p,n,p,p,p,p,p,n,p,n,n,p,p,n,n
556,n,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
557,p,p,n,n,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
558,n,p,p,p,p,p,p,p,p,n,p,p,p,n,n,n,p,n,p,p,p,n,p,p,p,p,p,p,p,p
559,p,p,p,p,p,n,n,n,p,p,p,p,p,p,p,p,p,p,p,p,p,n,n,p,p,p,p,n,p,p
560,p,n,n,p,p,p,p,n,p,n,n,n,n,p,p,n,p,p,p,n,p,n,p,p,p,p,p,p,n,p
561,n,n,n,p,n,p,n,p,p,p,p,n,n,p,p,n,p,p,p,n,p,n,n,n,p,n,p,n,p,p
562,p,p,p,p,p,p,p,n,p,p,p,p,n,p,p,n,p,p,n,p,n,n,p,p,n,p,n,p,p,p
563,p,p,p,p,p,n,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,n,p
564,p,p,p,n,p,p,n,p,n,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,n,p
565,p,p,p,p,n,p,n,n,p,p,p,p,p,p,n,n,p,n,p,p,p,p,p,p,p,n,n,n,p,p
566,p,p,n,n,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p
567,n,p,n,n,p,p,p,p,p,p,p,p,p,p,n,p,p,n,n,p,p,p,p,p,p,p,p,p,n,p
568,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p
569,p,n,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,n,n,n,p,p,p,p,p,p,p,p,p
570,p,p,n,p,n,p,p,n,p,p,p,n,p,p,n,n,p,n,p,n,p,p,n,n,p,p,p,p,n,p
571,n,n,p,n,p,n,n,n,p,n,p,p,p,p,p,p,n,p,n,p,n,n,p,n,n,p,n,p,n,n
572,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,n,p
573,n,p,n,n,n,n,p,n,n,p,n,p,n,p,p,p,n,n,p,p,p,p,p,p,p,n,p,p,p,n
574,p,p,p,p,n,n,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p
575,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p
576,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
577,p,n,p,p,p,n,p,p,n,p,p,p,n,n,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p
578,p,p,p,p,p,n,p,p,p,n,p,p,p,p,p,p,p,p,n,p,p,n,p,p,p,n,p,n,p,n
579,n,p,p,p,p,p,p,p,n,p,n,p,p,p,n,p,p,n,p,p,p,n,n,p,p,p,n,n,p,p
580,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,n,p,p,n,n,p,p,n,p,p,p
581,p,p,p,p,p,p,p,n,p,p,p,p,p,p,n,p,p,p,p,p,n,p,p,n,p,n,p,n,p,
582,p,n,p,p,p,n,p,n,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n
583,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,n,p,p,p,p,p,p
584,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,n
585,p,n,n,p,n,p,n,n,n,p,n,n,p,n,n,p,n,p,p,n,p,n,n,n,p,p,n,n,n,n
586,n,p,p,n,n,p,p,p,p,p,n,n,n,p,n,p,p,p,p,n,p,p,n,n,p,p,p,n,n,n
587,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,n,n,p,p,p,p,p,p,p,p,n,p,p
588,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p
589,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
590,p,p,n,p,p,p,p,n,p,n,p,n,p,n,p,p,p,p,p,p,p,p,n,p,n,p,p,p,p,n
591,n,n,n,n,n,n,n,n,p,p,n,n,n,p,n,n,p,n,p,p,n,n,p,p,n,n,n,p,n,p
592,p,n,n,p,p,n,p,p,p,p,p,p,n,n,p,p,p,p,n,p,p,p,p,p,p,p,p,p,n,p
593,p,n,p,p,p,p,p,p,n,p,n,p,p,p,p,p,n,n,p,p,p,p,p,p,n,p,p,p,p,n
594,p,p,p,n,p,p,p,p,p,p,n,n,p,p,p,p,p,n,p,p,p,n,n,p,p,p,p,p,p,n
595,p,p,p,n,p,p,p,p,p,p,p,n,p,p,p,p,p,n,n,p,p,p,p,p,p,p,p,p,p,p
596,p,p,n,p,p,n,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,n,p,p,n,n,p,n,p,p
597,n,p,p,p,p,p,n,p,p,p,p,n,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,n
598,p,p,p,p,p,p,p,p,n,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,n,n,p,p,p,p
599,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
600,n,n,n,p,n,n,n,p,p,p,p,n,n,p,p,p,n,p,p,p,p,p,p,n,p,p,p,n,p,p
601,p,p,p,p,p,p,p,p,n,n,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,n
602,p,p,p,p,p,p,p,n,n,p,p,p,p,p,p,p,p,p,n,p,p,n,p,p,n,p,p,p,p,n
603,n,p,p,p,p,p,n,n,p,n,n,p,p,p,p,n,n,p,n,n,p,p,p,p,p,n,n,n,p,n
604,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,n,p
605,p,p,n,p,p,p,p,p,p,p,n,p,n,p,p,n,p,p,p,p,p,p,p,p,n,p,p,n,p,p
606,p,p,p,p,n,p,n,p,n,p,p,n,p,p,p,p,p,p,p,n,n,p,p,p,p,p,p,p,p,p
607,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
608,n,p,n,p,p,p,p,p,p,n,n,p,n,p,p,p,p,p,p,n,p,p,p,p,p,p,n,p,p,p
609,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
610,p,n,p,p,p,n,p,p,p,p,p,n,n,p,n,p,p,p,n,p,p,p,p,p,p,p,p,p,p,n
611,p,p,p,p,p,p,p,p,p,p,n,p,p,p,n,p,n,p,p,p,p,p,p,p,p,n,p,n,n,p
612,n,n,p,p,n,p,n,n,p,p,n,n,n,p,p,n,p,p,p,p,p,n,p,n,p,n,n,n,n,p
613,p,p,p,n,p,p,p,n,p,n,p,p,p,p,p,p,n,p,p,p,n,n,p,n,p,p,n,p,p,p
614,p,p,n,p,p,n,p,p,p,p,p,p,p,n,n,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p
615,n,p,p,n,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,n,p,p,p,p,p
616,n,p,n,p,p,n,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
617,p,p,p,n,p,n,p,n,p,p,p,p,p,n,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p
618,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,n,p,p,p
619,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p
620,p,p,p,n,p,p,p,p,p,p,p,n,p,p,p,p,n,n,p,n,p,p,n,p,p,p,p,p,p,p
621,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p
622,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p
623,n,n,p,n,n,p,p,p,p,p,p,p,p,p,p,p,p,n,n,p,p,p,p,p,p,p,p,p,p,n
624,p,p,p,n,p,p,p,p,n,p,n,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p
625,n,p,n,p,n,p,p,n,n,p,p,p,n,n,n,p,p,p,p,p,n,p,p,p,p,n,p,p,p,p
626,p,p,n,p,p,p,p,p,p,p,p,n,p,p,n,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p
627,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,n,p,p,p,n,p,p,p,p,n
628,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,n
629,p,p,p,p,n,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p
630,n,p,p,p,n,p,p,p,p,n,p,p,p,p,p,p,p,n,p,p,p,p,n,p,p,p,p,p,p,p
631,n,p,p,n,p,p,p,p,p,p,n,p,p,p,p,p,p,p,n,p,p,n,n,p,n,p,p,p,p,p
632,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,n,p,p,p,p,p,p
633,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p
634,p,p,p,p,p,p,n,n,p,p,p,p,p,p,n,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p
635,p,p,p,p,p,n,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p
636,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,n,p,n,p,p,p,p,n
637,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,n,p,p,p
638,p,p,n,p,n,p,p,p,n,p,p,p,p,n,p,n,n,p,p,n,n,p,p,n,p,p,p,p,p,n
639,p,n,n,p,p,p,n,p,n,p,p,p,p,n,n,p,p,n,n,n,p,p,p,p,p,n,p,p,p,p
640,p,p,p,p,p,n,n,p,p,p,p,p,p,p,p,n,p,p,p,p,p,n,n,p,p,p,p,p,p,p
641,n,p,p,n,p,p,p,p,p,n,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,n
642,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,n,p,p,n,p,p,n,p,p,p
643,p,p,p,p,p,n,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
644,p,p,p,p,p,p,p,p,p,p,p,n,p,p,n,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p
645,p,p,p,p,p,p,p,p,p,n,n,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,n,p,n,p
646,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,n,p,p,p,p,n
647,p,p,p,p,p,n,p,p,p,p,p,p,p,n,p,n,n,n,p,p,p,p,p,p,p,n,n,p,n,p
648,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p
649,n,p,p,p,p,p,p,p,p,n,n,n,p,n,p,p,p,n,p,n,p,n,n,p,n,n,p,p,p,n
650,p,n,p,p,p,p,p,n,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,n
651,n,p,p,p,p,p,n,p,n,p,n,n,p,p,n,n,n,n,n,n,n,n,p,p,n,p,p,n,n,p
652,p,p,p,p,n,p,p,p,n,p,n,p,p,n,n,p,n,p,p,n,n,p,p,p,p,n,p,n,p,p
653,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,n,n,n,p,p,p,p
654,p,p,n,p,p,p,p,p,p,n,p,p,p,n,n,p,p,p,p,n,p,n,p,n,n,p,p,p,p,n
655,p,p,p,p,p,p,p,p,n,p,p,p,p,p,n,n,p,p,p,p,p,p,p,n,p,p,p,n,p,p
656,n,p,n,p,n,p,p,n,n,p,n,p,p,p,p,n,p,p,p,n,p,n,p,p,p,p,n,p,n,p
657,p,p,p,p,p,p,n,p,p,p,p,n,p,p,n,p,p,n,p,p,p,p,p,p,p,n,p,n,p,p
658,p,p,p,p,n,p,n,n,p,p,n,p,n,n,n,n,p,n,p,p,p,n,n,p,n,p,n,p,p,n
659,p,p,p,p,p,p,p,p,p,p,p,n,p,p,n,p,p,p,p,n,p,p,n,p,p,n,n,p,n,n
660,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
661,p,p,p,p,p,p,p,p,p,p,n,n,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p
662,n,p,p,p,n,n,p,n,p,n,n,n,p,p,p,n,n,p,p,n,p,p,p,p,n,n,p,p,n,
663,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
